ASIN,Reviewer Name,Reviewer Star,Reviewer Date,Year,Reviewer Summary,
B01N6GA9ZL,George Sadowsky,5.0 out of 5 stars,6-Jul,2017,This table is exactly what we were looking for and it is exactly the right height when you you sit in a sling chair.  It's light and portable and it sets up n a minute or so with no problems whatsoever.  An excellent product!,
B01N6GA9ZL,Marcus Dickerson,5.0 out of 5 stars,19-Oct,2017,Excellent table easy to setup and most bang for the buck!!!,
B01N6GA9ZL,SF Sun Devil,5.0 out of 5 stars,15-Aug,2017,Great table! Really sturdy for the price and has been perfect for our local summer concerts in the park.,
B01N6GA9ZL,DAVID F.,5.0 out of 5 stars,20-Sep,2017,I bought the medium height table. I brought it kayak camping and it worked great.  It's lightweight fits in my Point 65n Mercury kayak's storage hold easily. It works well with my Marchway high back folding chair.  I used it to put my food drinks and portable Sonaverse GOgroove speaker on while I sat by the campfire.,
B01N6GA9ZL,Kathie,5.0 out of 5 stars,28-Jun,2018,Love it! Perfect for camping.,
B01N6GA9ZL,Michelle Sweeney,5.0 out of 5 stars,3-Sep,2017,Great table for the price.  No slack; very sturdy,
B01N6GA9ZL,ROBERT LAM,5.0 out of 5 stars,16-Feb,2018,very solid thanks!,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,30-May,2017,Takes a couple of times to get the hang of putting it together but works like a champ once you figure it out!  Lucille - the inventor - is very helpful and takes pride in her work.  We used the table at a beach with 20+ mph and it stayed put with just the legs being nestled in the sand.  Lightweight and a great taut surface.,
B01N6GA9ZL,JdunnFB1,5.0 out of 5 stars,22-Aug,2017,This is a great lightweight beach/camping table.  We took it to the Outer Banks this summer and used it to hold our reading materials phones snacks and drinks.  It is easy to assemble and take apart every time. The cost was well worth it.,
B01N6GA9ZL,Ken Smith,4.0 out of 5 stars,26-Aug,2017,Solid good stuff here well worth it,
B01N6GA9ZL,Joseph Kruse,1.0 out of 5 stars,9-Sep,2018,Do not buy this. It does not assemble correctly! I couldn't even take it on my camping trip. Waste of time.,
B01N6GA9ZL,Sandy M.,5.0 out of 5 stars,27-Jun,2018,,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,6-Jun,2018,Great for camping.,
B01N6GA9ZL,BigBox,5.0 out of 5 stars,13-Sep,2017,This is a nice table that I purchased for the center area of my pontoon boat.  It is sturdy enough for snacks and drinks and also stores out of the way under one of my benches.,
B01N6GA9ZL,Amazon Customer,4.0 out of 5 stars,8-Dec,2017,verry good,
B01N6GA9ZL,JennM,5.0 out of 5 stars,23-Apr,2017,I ordered two of these tables and love them. Well made and easily hold weight without the fabric buckling. The cup holders are the best part... keep your drinks from ending up spilled or in the sand!  Perfect for car camping (too heavy for backpacking) and lightweight for carrying.,
B01N6GA9ZL,Rich,5.0 out of 5 stars,8-Aug,2018,Good price perfect size when open and when stored in its pouch. It even looks good.,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,22-Aug,2017,Already used this for a picnic.  Loved it.  Extremely easy to set up.  Very light and small to carry in supplied bag.  Loved the built in  cupholders and the table top is surprisingly stable.,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,6-Oct,2017,Excellent product! Light easy to assemble. Good for backpacking hunting camping.Highly recommended plus price is very reasonable.I was searching couple weeks until found this product. Just returned home from trip and no complain at all!,
B01N6GA9ZL,Viet Q Le,5.0 out of 5 stars,10-Oct,2017,This is a very good folding table. I had my nephew who is a 7 years old sat on it. I am planning to buy a 2nd folding table. It has everything i need (light weight carrying bag cup holder and space to put my laptop and working materials on it).,
B01N6GA9ZL,Amazon Customer,4.0 out of 5 stars,17-Jun,2018,Perfect for my drive up hammock camping setup!,
B01N6GA9ZL,Skullkid,5.0 out of 5 stars,22-Aug,2017,Worked great for camping.. super lightweight and yet very sturdy,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,12-Sep,2017,Love this table.  So easy to assemble and pretty sturdy! Great beach or BBQ table! Nice size for playing cards as well.,
B01N6GA9ZL,Juliet Spalding,5.0 out of 5 stars,4-May,2018,Great little outdoor table.  Very easy to put up and fold away when done.  Lightweight and easy to carry too.,
B01N6GA9ZL,Mare,5.0 out of 5 stars,2-Jul,2018,I love this table...  easy set up sturdy and looks great,
B01N6GA9ZL,Jeremy Witkins,5.0 out of 5 stars,25-Nov,2017,Great table. Fits in my motorcycle saddle bag. Strong sturdy.  Highly recommended,
B01N6GA9ZL,Monalisa0013,5.0 out of 5 stars,26-Nov,2017,100% the best camp table you can buy light sturdy and worth every dime. Buying another.,
B01N6GA9ZL,Brittany,5.0 out of 5 stars,16-Aug,2017,,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,18-Mar,2018,We love our new table.  It's good and stiff so it doesn't sag in the middle.  Great price for the table.,
B01N6GA9ZL,Mtn Girl,5.0 out of 5 stars,5-Sep,2017,Great product. Just as explained. Seems sturdy. Perfect height.,
B01N6GA9ZL,RO,5.0 out of 5 stars,23-May,2017,nice table easy to set up...looking forward to bringing it camping.,
B01N6GA9ZL,Dan,5.0 out of 5 stars,5-Sep,2017,"Quick set up. Surprisingly stable and strong. I'm always a little worried when I buy an ""off"" brand. But this seems like the gamble paid off. Caveat- I haven't field tested yet these are impressions from set up at home.",
B01N6GA9ZL,Shelby B,5.0 out of 5 stars,12-Sep,2017,Cool & sturdy little table. Good deal! Taking it camping this weekend in Washington and excited to use it. Easy to put together and breaks down nicely.,
B01N6GA9ZL,MSB,5.0 out of 5 stars,1-Aug,2017,This is a great camping table. It is very lightweight easy to setup and handy to have!,
B01N6GA9ZL,Yarick,5.0 out of 5 stars,11-Sep,2017,The table is very compact and light. I used it daily during my one week trip.,
B01N6GA9ZL,Kristin,5.0 out of 5 stars,5-Apr,2018,Way nicer than anticipated!  The table rolls up but is pulled tight enough to hold anything on it.  Gave it to my husband for a present and he loves it.,
B01N6GA9ZL,Stephen Gilkenson,5.0 out of 5 stars,27-Jun,2017,Great product great seller great experience. This table is going to make all our outdoor adventures much more pleasurable.,
B01N6GA9ZL,Janae Manion,5.0 out of 5 stars,20-Jun,2018,,
B01N6GA9ZL,YY,5.0 out of 5 stars,17-Oct,2017,Super helpful seller and super good design. Nice and light weight. Cup holder is perfect for phone. My 7 year old can assemble it after watching me do it once.,
B01N6GA9ZL,Craig Hayes,5.0 out of 5 stars,18-Aug,2018,Strong and stable table,
B01N6GA9ZL,Kindle Customer,5.0 out of 5 stars,28-Sep,2017,This table is more than expected. It is strong  durable and the cup holders are an added plus. It is compact and has a carrying bag that it folds up into. Very well made and worth the price.,
B01N6GA9ZL,Michael F.  Rayle,4.0 out of 5 stars,20-Jun,2017,Came when specified was apparently well designed will revise review up or down after a week of Boy scout Summer Camp.,
B01N6GA9ZL,J M.,5.0 out of 5 stars,26-Sep,2017,Great product ! It is so very handy to take along and easy to set up.  I wish I had gotten it much sooner.Delivery and service were right on.,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,18-Jul,2017,Exactly as described. Love the cup holders. Good height. Great service. Quick delivery.,
B01N6GA9ZL,mark yankovich,5.0 out of 5 stars,31-Aug,2017,Great table light weight top does not sag. Easy to assemble less the a minute. When rolled up takes up no space,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,13-Jun,2017,Purchased this table and 2 folding chairs for the smaller side entry of our back deck. Perfect size and easy to assemble and take apart. Sturdy and good quality. Will be using it on the beach next!,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,19-Oct,2017,I purchase the table to use at a seafood festival it works very well. I am very pleased with the ease-of-use and the sturdiness of the table. If I were you I would buy one too.,
B01N6GA9ZL,John Young,5.0 out of 5 stars,8-Sep,2017,Perfect lightweight table!  I went back and forth deciding between several different ones when shopping for this.  Couldn't be happier with my choice.  And I'm going to get another too.,
B01N6GA9ZL,cha yang,5.0 out of 5 stars,16-May,2017,This ultralight table is awesome.  Easy to put together. I bought the large size table and the table top space is ample. Love it.,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,5-Sep,2017,Folding table is very sturdy and incredibly easy to set-up.  Highly recommended for use at the beach.  Our family loved being able to eat our snacks off this table instead of a blanket on the ground!!,
B01N6GA9ZL,GTMO_Resident,5.0 out of 5 stars,29-Apr,2018,This table is slim compact and very solid. Every time we are on the beach people come over to inquire about it.,
B01N6GA9ZL,MonkeyFox,5.0 out of 5 stars,25-Sep,2017,Love the table!!,
B01N6GA9ZL,D. Kane,5.0 out of 5 stars,10-Oct,2017,Perfect size for our tent  love cup holders great to use as a bed side table or use as a game table. Very pleased,
B01N6GA9ZL,Rocco,5.0 out of 5 stars,22-Aug,2017,Exactly what I wanted. Easy to assemble. Keeps stuff off of the sand. Gonna enjoy using it at our beach house at the Jersey shore this Labor Day weekend.,
B01N6GA9ZL,Jonathan D. Goins,5.0 out of 5 stars,11-Jul,2018,Easy to use,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,10-Aug,2017,Great product even better price. It is very sturdy and well constructed. I am very pleased with this product and thank those whom submitted reviews to push my decision to purchase.,
B01N6GA9ZL,steve p.,5.0 out of 5 stars,11-May,2018,Worth the money bought it to use as a coffee table in my rv,
B01N6GA9ZL,Malena Rachel McLaren,5.0 out of 5 stars,10-Oct,2017,Great table!We use it at our daughter's soccer games to hold drinks food phones cameras etc.  Very sturdy and sets up very quickly.Works perfectly for our needs!,
B01N6GA9ZL,Curtis Johnson,5.0 out of 5 stars,22-Aug,2017,Amazing table!  It is easy to assemble and light weight.  Perfect for camping!,
B01N6GA9ZL,charles j termini,5.0 out of 5 stars,17-Feb,2017,I absolutely love the table it is extremely lightweight without sacrificing strength and sturdiness. Assembly is fast and easy. Great looking !,
B01N6GA9ZL,Jonathan H.,5.0 out of 5 stars,31-Aug,2017,Just took this table backpacking and it was great. Very sturdy product. I also bought this for when I go to my kids soccer games. I recommend this product especially for the price!,
B01N6GA9ZL,Liam,4.0 out of 5 stars,5-Jun,2017,I've used it two times and have been happy with it I'll have a better idea of it by the end of summer.,
B01N6GA9ZL,Robert M. Gernhofer,5.0 out of 5 stars,25-Oct,2017,Unbelievable light compact and sturdy. This is great for taking to concerts in the park or picnics. Wish I saw it sooner,
B01N6GA9ZL,Bridge Michael Rowell,5.0 out of 5 stars,25-Jan,2018,I purchased the little one with the two cup holders. Very flat surface - it's a cloth like surface with some ridges so its not 100% flat but it's great for camping. Great for putting coffee cup food and other random camping items that you do not want to have directly on the floor. Could also really be used inside the tent as a night stand or during rainy days. Really easy to set up. You do have to click the table top pretty hard to get it to click but they come off pretty easily. Everything is in the directions. Fold out like one of those foldable camping chairs and then pop two poles in and then the table top. It's really light weight and folds perfectly in the little carrying bag. Takes less than a minute to set up and take down. In the process of buying another smaller one and the bigger one too!,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,5-Sep,2017,Table works our great for what we need it for! Easy assembly and great storage! Its a sturdy table for drinks and your phones! Awesome buy!!,
B01N6GA9ZL,Rhandi Gallegos,5.0 out of 5 stars,20-Sep,2017,Great table lightweight and easy to assemble!  Perfect for a day at the beach!,
B01N6GA9ZL,Aboudreaux,5.0 out of 5 stars,1-Aug,2017,Nice and sturdy,
B01N6GA9ZL,Iptacita,5.0 out of 5 stars,9-Aug,2017,I bought a few supplies for a camping music festival that I thought might be helpful and this was my best purchase.  It was pretty intuitive to set up but takes a bit of force the first time to get the two rods in but once you do it the first time it is easy and the fact that it is snug just makes it nice and sturdy.  Everyone who came by my campsite remarked on what a neat table it was and it is crazy light and small when folded up.  LOVE IT!  Of course I adorned it with a string of battery operated fairy lights and it became such a nice place to sit around and chat in a campground. Highly recommended!,
B01N6GA9ZL,Cheri W.,5.0 out of 5 stars,26-Sep,2017,It is exactly what we wanted light and compact yet sturdy! Great for beach drive in movies tailgating and short hiking adventures.,
B01N6GA9ZL,R Dub,5.0 out of 5 stars,9-Aug,2018,Very easy to set up. Lightweight but stable. Great product,
B01N6GA9ZL,Honest reviews here,5.0 out of 5 stars,23-Feb,2017,Sturdy and works great!,
B01N6GA9ZL,kimberky,5.0 out of 5 stars,5-Sep,2017,,
B01N6GA9ZL,Nicholas Swathwood,5.0 out of 5 stars,24-Oct,2017,Great table for camping.  We used it for meals and playing cards.,
B01N6GA9ZL,Rick Lewis,5.0 out of 5 stars,19-Sep,2017,An amazing little table! Just remember to apply a little extra effort to the top rods and it will remain together forever. Thanks Lucille!,
B01N6GA9ZL,Brett B. Rowe,5.0 out of 5 stars,25-Jul,2017,Very sturdy table made even more stable when you put drinks or other items in the cup holders. It stayed put during heavy winds at an outdoor concert.,
B01N6GA9ZL,E.Kerin,4.0 out of 5 stars,17-Aug,2017,Handy for taking to outdoor events.  Folds up nice and easy.  Very lightweight.  The beverage pockets could be a little deeper.,
B01N6GA9ZL,clinED guru,5.0 out of 5 stars,14-Sep,2017,Folds up really small and table top is quite stable.,
B01N6GA9ZL,Sean,5.0 out of 5 stars,25-Aug,2018,Small light durable,
B01N6GA9ZL,D. Mougin,5.0 out of 5 stars,13-Aug,2017,Lightweight easy assemble packs small in bag and strong.  Great product.,
B01N6GA9ZL,MANORANJAN BISWAL,5.0 out of 5 stars,27-Jun,2017,This was a lovely product. I used this in one of our week end beach party and it was good for putting stuffs for 4 people. We enjoyed it.,
B01N6GA9ZL,DeborahC,5.0 out of 5 stars,9-May,2017,Excellent product. I like the cup holders as I can put other small things in them. Folds up well. And is sturdy enough.,
B01N6GA9ZL,Kenneth W. Moynihan,5.0 out of 5 stars,5-Aug,2017,Sweet portable camping table- easy set-up- 2 cup/bottle holders a plus- cot height very convenient- long thin case packs easily,
B01N6GA9ZL,Raymond G Snider,4.0 out of 5 stars,23-Aug,2017,Good product.arrived on time.,
B01N6GA9ZL,Lisa C.,5.0 out of 5 stars,28-Jun,2017,Love this table great buy for the price!,
B01N6GA9ZL,HP,5.0 out of 5 stars,20-Sep,2017,Ez set up light weight table with pocket for drinks. Gtreat gaming surface for Chess Yahtzee or Russion roulette.,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,18-Jul,2018,Great table. Easy to set up and very light!,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,9-Aug,2017,Great table.  Just took it to the beach for several days and it was light easy to set up and seems very durable.,
B01N6GA9ZL,Eric R Morin,5.0 out of 5 stars,15-Aug,2017,Great product.  Lightweight easy setup easy breakdown.,
B01N6GA9ZL,Lynne Morrison,5.0 out of 5 stars,20-Sep,2017,Wonderful beach table.  Sets up easily is sturdy and fun to use.  I'd buy another one.,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,7-Aug,2017,Nice light weight table - matched product description well and already getting great use out of it at the beach.,
B01N6GA9ZL,paul daddario,5.0 out of 5 stars,12-Jan,2018,Works great....perfect size for the camping,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,20-Sep,2017,Awesome table for camping - very portable easy to set up and stable,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,10-Oct,2017,Great table. Perfect for our camping needs..made well..sturdy...,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,29-Aug,2017,It works great! Table is firm and easy to put together and take apart.,
B01N6GA9ZL,Jarrod Allen,5.0 out of 5 stars,1-Aug,2017,Great table,
B01N6GA9ZL,Rosalie Delgadillo,5.0 out of 5 stars,1-Sep,2017,Great table easy set up lightweight perfect for two!,
B01N6GA9ZL,Kelly Henry,5.0 out of 5 stars,18-Jul,2017,Great table! Easy to assemble and disassemble. Looking forward to many camping trips using this table!,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,3-Apr,2017,Perfect and will actually be buying another one soon!!!!,
B01N6GA9ZL,Youn K.,5.0 out of 5 stars,20-Sep,2017,The transaction was so smooth. This table very convenient to carry. I like it so much.,
B01N6GA9ZL,vanessa,5.0 out of 5 stars,10-Oct,2017,put it together 1 2 3light weight easy to carry....luv it!,
B01N6GA9ZL,Brian Harthausen,5.0 out of 5 stars,6-Jun,2017,Table works fantastic. Easy to put together and very sturdy. Great outdoor card table with outdoor chairs.,
B01N6GA9ZL,Darlene Miller,5.0 out of 5 stars,30-Sep,2017,Great little table!! Perfect for camping trips.... definitely would recommend!,
B01N6GA9ZL,Brian E Strandtman,5.0 out of 5 stars,30-Sep,2017,Easy to setup. Works as advertised.,
B01N6GA9ZL,Anna Quehl Nyeste,5.0 out of 5 stars,20-Sep,2017,Perfect for tailgating!!,
B01N6GA9ZL,Elizabeth A. Forgue,5.0 out of 5 stars,25-Jul,2017,The table is a perfect size!  Sturdy with plenty of room. We use it at the beach always!,
B01N6GA9ZL,Tom F,5.0 out of 5 stars,22-Aug,2017,Light easy to set up and kept the kids' food and drinks off the sand. Perfect!,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,7-Feb,2018,Very solid .,
B01N6GA9ZL,Melanie Sutherlin,5.0 out of 5 stars,24-Oct,2017,Great table!  Can't wait to use it!,
B01N6GA9ZL,cindy zloof,5.0 out of 5 stars,29-Sep,2017,the best table for the boat---collapsible easy to store durable,
B01N6GA9ZL,Howard M. Freedman,5.0 out of 5 stars,20-Sep,2017,Nice table!  Light and compact and more solid than expected!,
B01N6GA9ZL,kendra,5.0 out of 5 stars,12-Sep,2017,Lightweight. Sturdy. Easy to assemble! Love it!,
B01N6GA9ZL,peter,5.0 out of 5 stars,13-Jun,2017,Table works as advertised,
B01N6GA9ZL,Clint,5.0 out of 5 stars,23-Aug,2017,Great table!!  light weight and easy to set up.,
B01N6GA9ZL,Cheol wung Kim,4.0 out of 5 stars,7-Jun,2017,Except for the finishing it has met what I expected.,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,21-Jul,2017,This table is awesome .. love it!,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,6-Apr,2017,Simple and easy to carry for traveling on a day hike or at the beach.,
B01N6GA9ZL,Carol,5.0 out of 5 stars,5-Sep,2017,Great. Light weight. Convienient.,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,23-Jun,2017,Very good product and great service. Thank you!,
B01N6GA9ZL,Sue,5.0 out of 5 stars,23-Aug,2017,Light weight and sturdy. Love it.,
B01N6GA9ZL,Dale Reyes,5.0 out of 5 stars,27-Jun,2017,I've been using this every weekend on different camping trips. It's holding up really well. Packs small and sets up fast. It's light enough to be convenient but not light enough to feel too flimsy. This particular table stood out to me out of all the similar products because this table had cup holders. My only complaint is not about the product itself but about the sellers packaging. They used a plastic packaging envelope on each side and stuck the adhesive directly onto the bag that holds the table. That stuff sticks. It left some packaging on the bag. It was an eyesore so I had to sit there and pick it off then come back with some goof off.,
B01N6GA9ZL,Amazon Customer,1.0 out of 5 stars,5-Sep,2017,Not that sturdy and a bit annoying to clip together. I would have returned it but had thrown out the box.,
B01N6GA9ZL,Laura,5.0 out of 5 stars,4-Jun,2018,Bought this for a float trip and it was perfect. Lightweight and very sturdy easy to set up. The top is very strong and does not sag at all.,
B01N6GA9ZL,LISA CROSBIE,5.0 out of 5 stars,29-Jun,2017,the gift was loved by the recipients - used on their camping trip and said it was perfect!,
B01N6GA9ZL,Stan,5.0 out of 5 stars,27-Jun,2017,I received the table on time and assembling was easy. It looks like this camping table is exactly what I was looking for.,
B01N6GA9ZL,craigery,5.0 out of 5 stars,24-Aug,2017,"Really like this table.  The fabric table top DOES NOT sag (before I received the table I assumed that a fabric top might sag -- wrong)!  It is EXTREMELY lightweight and sturdy.Here are the negatives:  You really can't put your legs under it because of the ""X"" supports (see picture).  Even the large size is a bit small for four people to dine but there is ample room for a four hand game of cards!  It took an adjustable pliers to pull the top onto the bottom support structure the first time but that force will probably not be needed in the future if the material stretches slightly.  The table also isn't that high.But the design lightness and sturdiness still gave it a 5 star rating!!!  I needed a lightweight table and this one is it!!!  It actually looks really cool I could see someone using it as a living room end table or something!!!",
B01N6GA9ZL,Susan A,5.0 out of 5 stars,24-Jan,2017,Very nice camping table very light.  I would not take it backpacking - not a necessity but great for car camping picnic road trip.. etc.  Packs small and easy to transport.  Does not come with set up directions but pretty self explanatory.  Measurements are correct.  Height is just about the seat level of an average chair.  The cup holders will fit an aluminum can small water bottle tapered water bottle or similar.  They will not fit an average hard plastic water bottle or mug.  But the table is sturdy and has ribbing to hold it rigid.  I am comfortable putting food or open cups on the table and them being secure.  Easy-peasy and usefull!,
B01N6GA9ZL,romo,5.0 out of 5 stars,9-Sep,2017,item arrived as described,
B01N6GA9ZL,S. Mrozinski,5.0 out of 5 stars,17-Dec,2017,,
B01N6GA9ZL,Verna S. Schultz,5.0 out of 5 stars,26-Jul,2017,This is the greatest lightest camping table I've owned. Easy to assemble sturdy under use.,
B01N6GA9ZL,jer,5.0 out of 5 stars,11-Oct,2018,Bought this to replace a broken table and was told it was a great replacement.,
B01N6GA9ZL,Amazon Customer,5.0 out of 5 stars,31-Oct,2018,,
B01N6GA9ZL,Filomena Salsbury,5.0 out of 5 stars,11-Oct,2018,Love for camping etc,
B072Z68JW3,Jong Lee,4.0 out of 5 stars,15-Jul,2018,,
B072Z68JW3,Joshua Senecal,4.0 out of 5 stars,15-Aug,2018,The pot and pan are quite nice lightweight and appear to be very well made. The pot and pan are coated in a nonstick material which so far has worked well. The fold-out handles are held in place by large thick rivets so I'm not worried about the rivets breaking. Unfortunately the fold-out handles flap about loosely; there is no spring mechanism or similar to keep them folded in or extended out. This can make working with them a bit of a hassle. The plastic insulation/grip has worked well so far. Just make sure your flame stays under the pot and doesn't go up past the side and melt the plastic.The lid's knob is held in place by an actual screw--nice. My only complaint with the lid is the knob is rather low so unless you're really careful you will singe your fingertips when removing it from the pot.The bowls strike me as being fairly useless. They're made of fairly thick and sturdy polypropylene and have a tab to aid in holding them without burning your hands. Problem is they're rather small and hold only 3/4 cup (I measured). This is fine if you're eating something like soup or oatmeal and don't mind refilling your bowl three times. It may be a problem if you make something with larger pieces or long noodles (like I do). The folding ladle similarly is good for dishing out small amounts.One concern is--as provided--the pan is going to scratch easily. They show the pot stacking into the pan for storage which means the pot bottom will scratch the pan surface if it moves about much. You might want to make a point of putting a handkerchief or something in the pan before placing the pot in it prior to packing and storage.,
B072Z68JW3,Dennis A. Amith,4.0 out of 5 stars,7-Jul,2018,,
B072Z68JW3,Bryan Newman,4.0 out of 5 stars,2-Jul,2018,"I love camping gadgets and this one is pretty good.  I have seen more eloquently engineered sets that fit together better.  For example this one requires the mesh bag to hold them all together and some lock together piece by piece.  Also the ladle is a little ridiculous and probably unuseable.  The bowls are minimalist but usable the natural sponge is a baffling inclusion but the wooden spatula/spoon actually seems pretty good.  The Pots themselves are better.  The handles are good enough and the pot lid may actually stay in place a little too well.That sounds like a lot of criticism but for the price this set is worth it for the two pots and the spoon.  They are made fairly well but fairly small.  I'm 6'4"" with a ravenous appetite outdoors so this will work for me and that is about it.  So this is probably a soloist set.  And at .9 pounds it is decently weighted for backpacking.  It would definitely be all the kitchenware you would need to rehydrate freeze dried packets.",
B072Z68JW3,DF,5.0 out of 5 stars,14-Jul,2018,This is a great set!  It has everything to you need to start cooking while camping.  It's sturdy yet lightweight and affordable.  The kit comes with a pot and pan with folding handles that fit together nicely along with the lid.  The whole kit then fits nicely in a mesh bag which can easily fit in most hiking backpacks.  My favorite part is how easy everything is to clean.  Just a quick use of the kit's sponge and you're good to go.  I highly recommend this kit for someone that is starting their camping adventures.,
B072Z68JW3,Christine K. Cornett-McVay,5.0 out of 5 stars,7-Jul,2018,This is a very lightweight set and that is key on long hikes where every ounce counts. The pans are very durable. Easy to hold handles fan out for easy removal from cookstove or hold over campfire. Easy to wash. The plastic bowls are less sturdy but serve as easy dishes and are lightweight. Wash easily as well. I usually just eat out of the pan itself. Provided is a plastic top to store a bit of leftovers. Again I never eat leftovers on the trail but nice to have along to store granola etc in.,
B072Z68JW3,loce_the_wizard,3.0 out of 5 stars,19-Jul,2018,I am baffled by this camping cookware set. Not by the various options and features though. I like the lightweight size the look and feel the mesh carrying case the way its various components nest one inside the other like a babushka doll. I like the lightweight ladle and pair of bowls. I like the ecologically sound inclusion of a section of loofah and the bamboo spatula.But whatever gains come from the latter the overuse of plastic bags is beyond belief. Each lid bowl piece was encased in its own ocean-killing plastic bag. Two more large pieces of plastic was also used to keep the smaller box from sliding around in the larger box (sticking with the babushka theme) in which this cookware set was needlessly packed. There is no reason whatsoever that the actual box would not be fine to ship this nonbreakable cookware set.Then there is this puzzling bit of information in the owner's manual: Not suitable for stoves ovens or microwaves. Only use on campfires? So does that mean a portable camp stove or even a table top camp stove may not be used in conjunction with this cookware?Hard to recommend this item at this time. I would like to split the difference and post a 2.5 star review.,
B072Z68JW3,Courtland J. Carpenter,5.0 out of 5 stars,1-Jul,2018,Very nice outdoor camping cookware set.  Looks to be a clone of one of the other sets on Amazon that sells for 21.97 that is labeled VGEBY I'm not sure if this is a false name for Amazon Basics or just someone else that sells the same gear from the same manufacturer.  Anyway it's good stuff for the price I don't see one listed under the AB label but if it's similar it's a pretty good bargain for a nice design.  It was even smaller and more compact than I thought.  The nonstick pot and frypan are perfect for cooking meals. They clean up easy with the nonstick coating plus the aluminum allows less heat to get them to temperature so a small cook stove with a can of sterno or a mini propane heater goes a long way.The design allows for the handles to be strapped down on the sides and the interlocking pot and pan allow a more compact system to keep not only the pots but the bowls ladle and lid fit all together and it's not some complex method to put it all away.  I was a boy scout many years ago and I hated KP duty.  Everyone carried a small 7-8 inch heavy black iron frying pan.  They cooked eggs and bacon and then set up a large metal pot on the campfire and the juniors (tenderfoot to first class) had to use a brush to clean all the fry pans.  They cooked bacon and eggs typically but should have cooked the bacon first then the eggs but sometimes didn't these were supposed to be naturally non-stick.  Most were at best partially seasoned so the eggs stuck and you'd have to scrub and scrub.  I'd have loved to have non-stick gear back then.  If I could have asked for more I would want them to include a spork (metal spoon with tines to double as a fork) but in a pinch you could eat with the small spatula included.Recommended for campers or hikers who like quality compact gear they don't have to fuss with.  If it's the same price as the clone a good buy.,
B072Z68JW3,HobbitLyfe,3.0 out of 5 stars,17-Jul,2018,Holy mini cookware...  I saw the dimensions but I guess it didn't register how *small* this set is.  After looking a bit more closely and some comparison it seems this set may be better suited for hiking and instances where you will be carrying lots and need to be aware of your weights. If you're CAMPING and actually setting up and staying somewhere I would definitely go with a different set.  Even for cooking capacity this is small. If you're cooking for JUST YOU it's probably fine but if the other half and I went together I am certain we would need something bigger.  It's a great compact little package and super convenient that it all clips together but the handles weren't great over the fire and the size made them hard to work with.,
B072Z68JW3,Jessica,5.0 out of 5 stars,12-Sep,2018,,
B072Z68JW3,JOSH,2.0 out of 5 stars,10-Oct,2018,This thing is tiny so it is great if you are hiking but not regular camping you could cook one person a very small bowl of rice in it.,
B072Z68JW3,S. Hoffman,4.0 out of 5 stars,18-Oct,2018,They're thinly coated (maybe anodized?) but a neat little set. Smaller than I expected but they'll work for small camp cooking items and such. Not bad for the price. The handles cannot come in contact with fire/high heat and don't seat quite flush when folded. They are compact when bedded together.,
B072Z68JW3,Amazon Customer,2.0 out of 5 stars,8-Oct,2018,I have only used this pan once and this is what happened.  It wont come off no matter how much scrubbing I do. I like the size and weight but not what it did to my food and wont get clean.,
B074X2LK3L,Sierra ,5.0 out of 5 stars,17-Oct,2018,Beginning with the sound it is spectacular the levels of low and treble that allows you to use it is spectacular its construction is of very good quality. Good microphone quality and excellent sound. I not only uses it for gaming but also for listening to music and talking on the phone I like it very much.,
B074X2LK3L,Ignacio Mendoza,5.0 out of 5 stars,15-Nov,2017,These are a good beginner gaming headset. They're a bit too bulky for me but it will do. The lights are great the microphone is flexible and you can rotate the placement of the mic as well. The sound quality is good as well. It comes with an adapter for your PC. During game play players can hear me very clearly and no annoying white noise or weird background noise. It's very simple to plug in. For PC you have to insert the USB portion into the PC and then connect the mic and sound adapter that comes with the heapdhones on the 3.5 mm Jack to be able to use them. I haven't tried it out for Xbox or PS4 but I'm pretty certain these won't let you down.,
